trade_id,symbol,strategy_name,side,qty,entry_time,exit_time,entry_price,exit_price,realized_pnl,max_favorable_excursion,max_adverse_excursion
bt-BTCUSD-1763293137.85784,BTCUSD,mean_reversion_scalper,long,0.09984198565301573,2025-11-16 12:38:57.857840,2025-11-16 12:38:57.857840,100.15826442748588,100.15826442748588,0.0,0.0,0.0
bt-BTCUSD-1763293137.909367,BTCUSD,mean_reversion_scalper,long,0.0999378303461333,2025-11-16 12:38:57.909367,2025-11-16 12:38:57.909367,100.06220832856926,100.06220832856926,0.0,0.0,0.0
bt-BTCUSD-1763293137.960594,BTCUSD,mean_reversion_scalper,long,0.10006027573202425,2025-11-16 12:38:57.960594,2025-11-16 12:38:57.960594,99.93976057772849,99.93976057772849,0.0,0.0,0.0
bt-BTCUSD-1763293138.271173,BTCUSD,mean_reversion_scalper,short,0.0994026421684263,2025-11-16 12:38:58.271173,2025-11-16 12:38:58.271173,100.60094763936108,100.60094763936108,0.0,0.0,0.0
bt-BTCUSD-1763293138.425794,BTCUSD,mean_reversion_scalper,short,0.09946904368708603,2025-11-16 12:38:58.425794,2025-11-16 12:38:58.425794,100.53379050731027,100.53379050731027,0.0,0.0,0.0
bt-BTCUSD-1763293138.477344,BTCUSD,mean_reversion_scalper,short,0.09950540714091866,2025-11-16 12:38:58.477344,2025-11-16 12:38:58.477344,100.49705123901549,100.49705123901549,0.0,0.0,0.0
bt-BTCUSD-1763293138.52891,BTCUSD,mean_reversion_scalper,short,0.09943589246590816,2025-11-16 12:38:58.528910,2025-11-16 12:38:58.528910,100.56730775990697,100.56730775990697,0.0,0.0,0.0
bt-BTCUSD-1763293138.631634,BTCUSD,mean_reversion_scalper,short,0.09950366184719105,2025-11-16 12:38:58.631634,2025-11-16 12:38:58.631634,100.49881395678804,100.49881395678804,0.0,0.0,0.0
bt-BTCUSD-1763293138.889405,BTCUSD,mean_reversion_scalper,short,0.09927102513207625,2025-11-16 12:38:58.889405,2025-11-16 12:38:58.889405,100.73432793401084,100.73432793401084,0.0,0.0,0.0
bt-BTCUSD-1763293138.941157,BTCUSD,mean_reversion_scalper,short,0.09921560096483044,2025-11-16 12:38:58.941157,2025-11-16 12:38:58.941157,100.79060049784671,100.79060049784671,0.0,0.0,0.0
bt-BTCUSD-1763293138.992906,BTCUSD,mean_reversion_scalper,short,0.09902430324981902,2025-11-16 12:38:58.992906,2025-11-16 12:38:58.992906,100.98531039165152,100.98531039165152,0.0,0.0,0.0
bt-BTCUSD-1763293139.044205,BTCUSD,mean_reversion_scalper,short,0.09899986392245068,2025-11-16 12:38:59.044205,2025-11-16 12:38:59.044205,101.01023985076662,101.01023985076662,0.0,0.0,0.0
bt-BTCUSD-1763293139.095713,BTCUSD,mean_reversion_scalper,short,0.0990105646310331,2025-11-16 12:38:59.095713,2025-11-16 12:38:59.095713,100.99932302442076,100.99932302442076,0.0,0.0,0.0
bt-BTCUSD-1763293139.146948,BTCUSD,mean_reversion_scalper,short,0.09899627954142758,2025-11-16 12:38:59.146948,2025-11-16 12:38:59.146948,101.01389715171305,101.01389715171305,0.0,0.0,0.0
bt-BTCUSD-1763293139.19859,BTCUSD,mean_reversion_scalper,short,0.09908451952959017,2025-11-16 12:38:59.198590,2025-11-16 12:38:59.198590,100.92393895106534,100.92393895106534,0.0,0.0,0.0
bt-BTCUSD-1763293139.510579,BTCUSD,mean_reversion_scalper,long,0.09947407509330063,2025-11-16 12:38:59.510579,2025-11-16 12:38:59.510579,100.52870550061017,100.52870550061017,0.0,0.0,0.0
bt-BTCUSD-1763293139.561622,BTCUSD,mean_reversion_scalper,long,0.09947908725472487,2025-11-16 12:38:59.561622,2025-11-16 12:38:59.561622,100.5236404551454,100.5236404551454,0.0,0.0,0.0
bt-BTCUSD-1763293139.613101,BTCUSD,mean_reversion_scalper,long,0.0993906860855949,2025-11-16 12:38:59.613101,2025-11-16 12:38:59.613101,100.61304930914791,100.61304930914791,0.0,0.0,0.0
bt-BTCUSD-1763293139.664558,BTCUSD,mean_reversion_scalper,long,0.09938116207467722,2025-11-16 12:38:59.664558,2025-11-16 12:38:59.664558,100.6226913757134,100.6226913757134,0.0,0.0,0.0
bt-BTCUSD-1763293139.766862,BTCUSD,mean_reversion_scalper,long,0.0996027629350672,2025-11-16 12:38:59.766862,2025-11-16 12:38:59.766862,100.39882133108271,100.39882133108271,0.0,0.0,0.0
bt-BTCUSD-1763293140.07582,BTCUSD,mean_reversion_scalper,long,0.0999922249007021,2025-11-16 12:39:00.075820,2025-11-16 12:39:00.075820,100.0077757038666,100.0077757038666,0.0,0.0,0.0
bt-BTCUSD-1763293140.12684,BTCUSD,mean_reversion_scalper,long,0.10022087439284595,2025-11-16 12:39:00.126840,2025-11-16 12:39:00.126840,99.77961238695627,99.77961238695627,0.0,0.0,0.0
bt-BTCUSD-1763293140.17835,BTCUSD,mean_reversion_scalper,long,0.10029207810009026,2025-11-16 12:39:00.178350,2025-11-16 12:39:00.178350,99.70877251162472,99.70877251162472,0.0,0.0,0.0
bt-BTCUSD-1763293140.229534,BTCUSD,mean_reversion_scalper,long,0.10025713060332085,2025-11-16 12:39:00.229534,2025-11-16 12:39:00.229534,99.74352886246245,99.74352886246245,0.0,0.0,0.0
bt-BTCUSD-1763293140.281328,BTCUSD,mean_reversion_scalper,long,0.10018375141237844,2025-11-16 12:39:00.281328,2025-11-16 12:39:00.281328,99.81658561414606,99.81658561414606,0.0,0.0,0.0
bt-BTCUSD-1763293140.332788,BTCUSD,mean_reversion_scalper,long,0.10034242787150335,2025-11-16 12:39:00.332788,2025-11-16 12:39:00.332788,99.65874069546946,99.65874069546946,0.0,0.0,0.0
bt-BTCUSD-1763293140.384784,BTCUSD,mean_reversion_scalper,long,0.10037189659120235,2025-11-16 12:39:00.384784,2025-11-16 12:39:00.384784,99.62948135500814,99.62948135500814,0.0,0.0,0.0
bt-BTCUSD-1763293140.436622,BTCUSD,mean_reversion_scalper,long,0.10033230470122934,2025-11-16 12:39:00.436622,2025-11-16 12:39:00.436622,99.6687959055472,99.6687959055472,0.0,0.0,0.0
bt-BTCUSD-1763293140.488467,BTCUSD,mean_reversion_scalper,long,0.100356845575656,2025-11-16 12:39:00.488467,2025-11-16 12:39:00.488467,99.64442328412268,99.64442328412268,0.0,0.0,0.0
bt-BTCUSD-1763293140.540199,BTCUSD,mean_reversion_scalper,long,0.10032292273590182,2025-11-16 12:39:00.540199,2025-11-16 12:39:00.540199,99.67811669846192,99.67811669846192,0.0,0.0,0.0
bt-BTCUSD-1763293140.591638,BTCUSD,mean_reversion_scalper,long,0.100418373736541,2025-11-16 12:39:00.591638,2025-11-16 12:39:00.591638,99.58336933673249,99.58336933673249,0.0,0.0,0.0
bt-BTCUSD-1763293140.643158,BTCUSD,mean_reversion_scalper,long,0.1005479783922768,2025-11-16 12:39:00.643158,2025-11-16 12:39:00.643158,99.45500804587147,99.45500804587147,0.0,0.0,0.0
bt-BTCUSD-1763293140.694632,BTCUSD,mean_reversion_scalper,long,0.10068657185221247,2025-11-16 12:39:00.694632,2025-11-16 12:39:00.694632,99.31810981386852,99.31810981386852,0.0,0.0,0.0
bt-BTCUSD-1763293140.746897,BTCUSD,mean_reversion_scalper,long,0.10065410456876767,2025-11-16 12:39:00.746897,2025-11-16 12:39:00.746897,99.3501461549233,99.3501461549233,0.0,0.0,0.0
bt-BTCUSD-1763293140.798011,BTCUSD,mean_reversion_scalper,long,0.10072697771342684,2025-11-16 12:39:00.798011,2025-11-16 12:39:00.798011,99.27826910929947,99.27826910929947,0.0,0.0,0.0
bt-BTCUSD-1763293140.849649,BTCUSD,mean_reversion_scalper,long,0.10074783560961528,2025-11-16 12:39:00.849649,2025-11-16 12:39:00.849649,99.25771545851065,99.25771545851065,0.0,0.0,0.0
bt-BTCUSD-1763293140.901608,BTCUSD,mean_reversion_scalper,long,0.10072203156627023,2025-11-16 12:39:00.901608,2025-11-16 12:39:00.901608,99.2831443577514,99.2831443577514,0.0,0.0,0.0
bt-BTCUSD-1763293140.953143,BTCUSD,mean_reversion_scalper,long,0.10082301587628045,2025-11-16 12:39:00.953143,2025-11-16 12:39:00.953143,99.18370238270757,99.18370238270757,0.0,0.0,0.0
bt-BTCUSD-1763293141.004518,BTCUSD,mean_reversion_scalper,long,0.10084018964137263,2025-11-16 12:39:01.004518,2025-11-16 12:39:01.004518,99.16681072857888,99.16681072857888,0.0,0.0,0.0
bt-BTCUSD-1763293141.056028,BTCUSD,mean_reversion_scalper,long,0.10085700559084054,2025-11-16 12:39:01.056028,2025-11-16 12:39:01.056028,99.15027658632137,99.15027658632137,0.0,0.0,0.0
bt-BTCUSD-1763293141.107642,BTCUSD,mean_reversion_scalper,long,0.10099371595940054,2025-11-16 12:39:01.107642,2025-11-16 12:39:01.107642,99.01606159357478,99.01606159357478,0.0,0.0,0.0
bt-BTCUSD-1763293141.227477,BTCUSD,mean_reversion_scalper,long,0.10101856358598252,2025-11-16 12:39:01.227477,2025-11-16 12:39:01.227477,98.9917065242018,98.9917065242018,0.0,0.0,0.0
bt-BTCUSD-1763293141.279912,BTCUSD,mean_reversion_scalper,long,0.10123800408930221,2025-11-16 12:39:01.279912,2025-11-16 12:39:01.279912,98.77713502904486,98.77713502904486,0.0,0.0,0.0
bt-BTCUSD-1763293141.331262,BTCUSD,mean_reversion_scalper,long,0.1012121155101704,2025-11-16 12:39:01.331262,2025-11-16 12:39:01.331262,98.8024007757761,98.8024007757761,0.0,0.0,0.0
bt-BTCUSD-1763293141.382382,BTCUSD,mean_reversion_scalper,long,0.10118625430996525,2025-11-16 12:39:01.382382,2025-11-16 12:39:01.382382,98.82765271028673,98.82765271028673,0.0,0.0,0.0
bt-BTCUSD-1763293141.43397,BTCUSD,mean_reversion_scalper,long,0.10114136606169181,2025-11-16 12:39:01.433970,2025-11-16 12:39:01.433970,98.87151409345645,98.87151409345645,0.0,0.0,0.0
bt-BTCUSD-1763293141.485724,BTCUSD,mean_reversion_scalper,long,0.1012334591627535,2025-11-16 12:39:01.485724,2025-11-16 12:39:01.485724,98.78156967769868,98.78156967769868,0.0,0.0,0.0
bt-BTCUSD-1763293141.691658,BTCUSD,mean_reversion_scalper,long,0.10120549506948678,2025-11-16 12:39:01.691658,2025-11-16 12:39:01.691658,98.80886401607037,98.80886401607037,0.0,0.0,0.0
bt-BTCUSD-1763293142.258969,BTCUSD,mean_reversion_scalper,long,0.10152818797612523,2025-11-16 12:39:02.258969,2025-11-16 12:39:02.258969,98.49481409390998,98.49481409390998,0.0,0.0,0.0
bt-BTCUSD-1763293142.773038,BTCUSD,mean_reversion_scalper,short,0.10119096180519577,2025-11-16 12:39:02.773038,2025-11-16 12:39:02.773038,98.82305515833666,98.82305515833666,0.0,0.0,0.0
bt-BTCUSD-1763293142.824592,BTCUSD,mean_reversion_scalper,short,0.10109520678940023,2025-11-16 12:39:02.824592,2025-11-16 12:39:02.824592,98.91665804524071,98.91665804524071,0.0,0.0,0.0
bt-BTCUSD-1763293143.755575,BTCUSD,mean_reversion_scalper,short,0.10067509208391157,2025-11-16 12:39:03.755575,2025-11-16 12:39:03.755575,99.32943484834473,99.32943484834473,0.0,0.0,0.0
bt-BTCUSD-1763293143.807428,BTCUSD,mean_reversion_scalper,short,0.10066584410695541,2025-11-16 12:39:03.807428,2025-11-16 12:39:03.807428,99.33856005195967,99.33856005195967,0.0,0.0,0.0
bt-BTCUSD-1763293143.859021,BTCUSD,mean_reversion_scalper,short,0.10060357853926737,2025-11-16 12:39:03.859021,2025-11-16 12:39:03.859021,99.40004267439475,99.40004267439475,0.0,0.0,0.0
bt-BTCUSD-1763293143.910355,BTCUSD,mean_reversion_scalper,short,0.10040575394848614,2025-11-16 12:39:03.910355,2025-11-16 12:39:03.910355,99.59588576099502,99.59588576099502,0.0,0.0,0.0
bt-BTCUSD-1763293143.962034,BTCUSD,mean_reversion_scalper,short,0.10049619568570953,2025-11-16 12:39:03.962034,2025-11-16 12:39:03.962034,99.50625425935394,99.50625425935394,0.0,0.0,0.0
bt-BTCUSD-1763293144.01316,BTCUSD,mean_reversion_scalper,short,0.10042035252844127,2025-11-16 12:39:04.013160,2025-11-16 12:39:04.013160,99.5814070376598,99.5814070376598,0.0,0.0,0.0
bt-BTCUSD-1763293144.117832,BTCUSD,mean_reversion_scalper,short,0.10052939766054374,2025-11-16 12:39:04.117832,2025-11-16 12:39:04.117832,99.47339019942072,99.47339019942072,0.0,0.0,0.0
bt-BTCUSD-1763293144.191571,BTCUSD,mean_reversion_scalper,short,0.1003923166405024,2025-11-16 12:39:04.191571,2025-11-16 12:39:04.191571,99.60921646832072,99.60921646832072,0.0,0.0,0.0
bt-BTCUSD-1763293144.242922,BTCUSD,mean_reversion_scalper,short,0.10025751564512173,2025-11-16 12:39:04.242922,2025-11-16 12:39:04.242922,99.74314579464222,99.74314579464222,0.0,0.0,0.0
bt-BTCUSD-1763293144.294486,BTCUSD,mean_reversion_scalper,short,0.10010037734000249,2025-11-16 12:39:04.294486,2025-11-16 12:39:04.294486,99.8997233150665,99.8997233150665,0.0,0.0,0.0
bt-BTCUSD-1763293144.345675,BTCUSD,mean_reversion_scalper,short,0.10004099759444886,2025-11-16 12:39:04.345675,2025-11-16 12:39:04.345675,99.95901920669058,99.95901920669058,0.0,0.0,0.0
